URL,ASIN,Manufacturer,Description
https://www.amazon.in/Okami-Wolf-unisex-adult-Messenger-Protection/dp/B0B7521SSD/ref=sr_1_173?crid=2M096C61O4MLT&keywords=bags&qid=1675269068&sprefix=ba%2Caps%2C283&sr=8-173,B0B7521SSD,"VIP Industries Ltd. DGP House, 5th Floor, 88C Old Prabhadevi Road, Mumbai 400025","Product Dimensions : 40 x 32 x 6 cm; 1.36 Kilograms , Date First Available : 20 July 2022 , Manufacturer : Okami Wolf INTL Pvt Ltd , ASIN : B0B7521SSD , Item model number : OW-ZP-AO , Country of Origin : China , Department : unisex-adult , Manufacturer : Okami Wolf INTL Pvt Ltd , Item Weight : 1 kg 360 g , Item Dimensions LxWxH : 40 x 32 x 6 Centimeters , Included Components : Messenger Bag , "
https://www.amazon.in/Kleider-Nylon-Travel-Mobile-Messenger/dp/B08V5B5G14/ref=sr_1_174?crid=2M096C61O4MLT&keywords=bags&qid=1675269068&sprefix=ba%2Caps%2C283&sr=8-174,B08V5B5G14,,"Product Dimensions : 19 x 13 x 2 cm; 70 Grams , Date First Available : 26 January 2021 , Manufacturer : Dein Kleider Fashion Pvt. Ltd. , Email: info@deinkleider.com, Ph No: 8287977295 , ASIN : B08V5B5G14 , Item model number : DK01BPSB-HYP , Country of Origin : India , Department : Women , Manufacturer : Dein Kleider Fashion Pvt. Ltd. , Email: info@deinkleider.com, Ph No: 8287977295, Dein Kleider Fashion Pvt. Ltd. Email: info@deinkleider.com, Ph No: 8287977295 , Item Weight : 70 g , Item Dimensions LxWxH : 19 x 13 x 2 Centimeters , Net Quantity : 1.00 count , Included Components : Messenger Bag , "
https://www.amazon.in/POLESTAR-Casual-bagpack-School-Backpack/dp/B07PQQ8M7B/ref=sr_1_175?crid=2M096C61O4MLT&keywords=bags&qid=1675269068&sprefix=ba%2Caps%2C283&sr=8-175,B07PQQ8M7B,Gear Merchandise PVT LTD,"Is Discontinued By Manufacturer : No , Product Dimensions : 45 x 31 x 22 cm; 550 Grams , Date First Available : 13 March 2019 , Manufacturer : POLESTAR , ASIN : B07PQQ8M7B , Item model number : PS_NOBLE , Country of Origin : India , Department : Unisex-adult , Manufacturer : POLESTAR, JAI AMBAY ENTERPRISES ,03AAFFJ0421M1ZQ, B -29 ,Sports & Surgical complex,Kapurthala Road, Jalandhar Punjab 140021 India . +91 9914112308 , polestarbags@gmail.com , Packer : JAI AMBAY ENTERPRISES, B -29 , Sports & Surgical complex , Kapurthala Road , Jalandhar Punjab India 140021 ,+ 919914112308 , Item Weight : 550 g , Item Dimensions LxWxH : 45 x 31 x 22 Centimeters , Net Quantity : 1.00 Number , Generic Name : Bag , "
https://www.amazon.in/AirCase-C17-Laptop-Sleeve-Handle/dp/B07FJV79CX/ref=sr_1_176?crid=2M096C61O4MLT&keywords=bags&qid=1675269068&sprefix=ba%2Caps%2C283&sr=8-176,,,
https://www.amazon.in/ASTRID-Womens-Round-Sling-Pompoms/dp/B08VS8JBNK/ref=sr_1_177?crid=2M096C61O4MLT&keywords=bags&qid=1675269068&sprefix=ba%2Caps%2C283&sr=8-177,B08VS8JBNK,Gear Merchandise PVT LTD,"Product Dimensions : 19.05 x 3.81 x 19.05 cm; 340 Grams , Date First Available : 11 November 2020 , Manufacturer : SAAV TEX PVT LTD , ASIN : B08VS8JBNK , Item model number : ASTD0280 , Country of Origin : India , Department : Women , Manufacturer : SAAV TEX PVT LTD, Saav Inc, Kundli, Sonipat (Haryana) , Item Weight : 340 g , Item Dimensions LxWxH : 19.1 x 3.8 x 19.1 Centimeters , Net Quantity : 1.00 count , Included Components : Sling Bag , "
https://www.amazon.in/Wesley-Milestone-Waterproof-Backpack-Business/dp/B07NJRPJ6Q/ref=sr_1_178?crid=2M096C61O4MLT&keywords=bags&qid=1675269068&sprefix=ba%2Caps%2C283&sr=8-178,,,
https://www.amazon.in/Gear-Black-Casual-Backpack-BKPCMPUS10110/dp/B00Z9427SK/ref=sr_1_179?crid=2M096C61O4MLT&keywords=bags&qid=1675269068&sprefix=ba%2Caps%2C283&sr=8-179,B00Z9427SK,Safari,"Is Discontinued By Manufacturer : No , Product Dimensions : 49 x 31.5 x 15 cm; 436 Grams , Date First Available : 9 June 2015 , Manufacturer : Gear Merchandise PVT LTD , ASIN : B00Z9427SK , Item model number : BKPCMPUS10110 , Country of Origin : India , Department : Womens , Manufacturer : Gear Merchandise PVT LTD, Gear Merchandise PVT LTD E/12 West Chowbaga Gulshan colony KoLkata-700100 Contact 9830403366 , Packer : Gear Merchandise PVT LTD E/12 West Chowbaga Gulshan colony KoLkata-700100 Contact 9830403366 , Item Weight : 436 g , Item Dimensions LxWxH : 49 x 31.5 x 15 Centimeters , Net Quantity : 1 count , Included Components : Backpack , Generic Name : Bag , "
https://www.amazon.in/Lenovo-Laptop-Backpack-15-6-Inch-GX40Q17227/dp/B075Y6SRMG/ref=sr_1_180?crid=2M096C61O4MLT&keywords=bags&qid=1675269068&sprefix=ba%2Caps%2C283&sr=8-180,,,
https://www.amazon.in/Gear-Expandable-RainCover-Grey-Black-TLPTURBO00401/dp/B097KDRZ67/ref=sr_1_179?crid=2M096C61O4MLT&keywords=bags&qid=1675269071&sprefix=ba%2Caps%2C283&sr=8-179,B097KDRZ67,Seaturtle Pvt. Ltd.,"Product Dimensions : 33 x 26 x 53 cm; 950 Grams , Date First Available : 19 June 2021 , Manufacturer : Gear , ASIN : B097KDRZ67 , Item model number : TLPTURBO00401 , Country of Origin : India , Department : Unisex-adult , Manufacturer : Gear, Gear Merchandise Pvt Ltd, E/12 West Chowbaga Gulshan Colony, Kolkata-700100 , Packer : Gear Merchandise Pvt Ltd, E/12 West Chowbaga Gulshan Colony, Kolkata-700100 , Item Weight : 950 g , Item Dimensions LxWxH : 33 x 26 x 53 Centimeters , Generic Name : Travel Laptop Backpack , "
https://www.amazon.in/Wesley-Milestone-Waterproof-Backpack-Business/dp/B07NJRPJ6Q/ref=sr_1_180?crid=2M096C61O4MLT&keywords=bags&qid=1675269071&sprefix=ba%2Caps%2C283&sr=8-180,,"Durant International. Address : GIDC Lodhika, Rajkot-360021, Gujarat. Customer Care : 9809804990",
https://www.amazon.in/TULMAN-Stylish-Messenger-Shoulder-Bag/dp/B07Q74QLHT/ref=sr_1_181?crid=2M096C61O4MLT&keywords=bags&qid=1675269071&sprefix=ba%2Caps%2C283&sr=8-181,B07Q74QLHT,"Retail Grapple, India","Product Dimensions : 31 x 13 x 26 cm; 430 Grams , Date First Available : 20 July 2019 , ASIN : B07Q74QLHT , Item model number : College Shoulder Bag - Olive , Country of Origin : India , Department : Women , Item Weight : 430 g , Item Dimensions LxWxH : 31 x 13 x 26 Centimeters , Net Quantity : 1.00 count , "
https://www.amazon.in/AirCase-Messenger-13-Inch-14-Inch-MacBook/dp/B07WS6HTHY/ref=sr_1_182?crid=2M096C61O4MLT&keywords=bags&qid=1675269071&sprefix=ba%2Caps%2C283&sr=8-182,,Gear,
